folder_path;label
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\34.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\35.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\36.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\37.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\38.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\39.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\41.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\42.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\43.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\45.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\46.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\47.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\48.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\50.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\51.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\53.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\54.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\55.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\56.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\57.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\58.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\59.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\60.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\61.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\62.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\63.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\64.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\65.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\66.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\67.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\70.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\71.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\72.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\73.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\74.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\75.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\76.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\78.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\79.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\81.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\83.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\86.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\87.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\88.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\89.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\91.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\92.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\93.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\94.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\95.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\96.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\97.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\98.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\101.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\102.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\104.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\105.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\106.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\107.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\108.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\111.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\112.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\113.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\114.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\115.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\116.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\117.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\118.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\119.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\120.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\121.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\122.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\123.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\125.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\127.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\128.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\129.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\130.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\131.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\132.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\133.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\135.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\136.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\137.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\138.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\140.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\141.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\145.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\146.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\147.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\148.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\149.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\151.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\153.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\154.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\155.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\156.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\157.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\158.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\159.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\160.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\161.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\163.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\165.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\166.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\167.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\168.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\169.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\170.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\171.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\172.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\173.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\174.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\175.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\177.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\178.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\179.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\180.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\181.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\182.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\184.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\185.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\187.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\188.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\189.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\190.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\191.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\192.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\193.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\194.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\195.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\197.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\198.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\199.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\200.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\201.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\203.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\204.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\205.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\207.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\208.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\210.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\211.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\212.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\214.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\216.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\217.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\218.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\219.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\220.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\221.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\222.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\223.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\226.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\227.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\228.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\229.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\230.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\231.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\232.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\234.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\235.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\236.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\237.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\238.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\239.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\241.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\242.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\243.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\244.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\245.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\247.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\250.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\251.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\252.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\253.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\254.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\255.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\258.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\259.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\261.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\262.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\263.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\264.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\266.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\267.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\268.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\269.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\270.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\271.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\272.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\274.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\277.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\278.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\282.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\283.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\284.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\285.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\287.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\289.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\291.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\293.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\294.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\296.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\297.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\298.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\299.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\300.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\301.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\303.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\304.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\305.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\306.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\307.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\308.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\309.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\310.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\311.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\312.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\313.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\315.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\317.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\318.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\319.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\320.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\321.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\323.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\325.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\326.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\327.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\329.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\330.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\332.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\334.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\335.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\337.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\338.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\341.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\342.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\343.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\344.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\345.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\347.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\349.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\351.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\352.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\354.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\356.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\357.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\358.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\359.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\360.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\361.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\362.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\363.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\364.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\365.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\369.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\370.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\371.jpg;1
c:\Users\79093\Desktop\Application progra\neural_network\data_set_for_lerning\train\CatIT\372.jpg;1
